movie,year,production_budget,gross_revenue,month,profit,release_date,genre_list,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Abraham Lincoln: Vampire Hunter,2012,67500000,137489730,6,69989730,2012-06-22,"['Action', 'Fantasy', 'Horror']","Action,Fantasy,Horror",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Need for Speed,2014,66000000,194169619,3,128169619,2014-03-14,"['Action', 'Crime', 'Drama', 'Thriller']","Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Lincoln,2012,65000000,273346281,11,208346281,2012-11-16,"['History', 'Drama']","History,Drama",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Hotel Transylvania 3: Summer Vacation,2018,65000000,527079962,7,462079962,2018-06-30,"['Family', 'Fantasy', 'Comedy', 'Animation']","Family,Fantasy,Comedy,Animation",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Unbroken,2014,65000000,163527824,12,98527824,2014-12-25,"['Drama', 'War']","Drama,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Due Date,2010,65000000,211739043,11,146739043,2010-11-04,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Annie,2014,65000000,139829625,12,74829625,2014-12-19,"['Comedy', 'Drama', 'Family']","Comedy,Drama,Family",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Dictator,2012,65000000,180148897,5,115148897,2012-05-16,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Means War,2012,65000000,156974557,2,91974557,2012-02-17,"['Action', 'Comedy', 'Romance']","Action,Comedy,Romance",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Focus,2015,65000000,168065700,2,103065700,2015-02-27,"['Romance', 'Comedy', 'Crime', 'Drama']","Romance,Comedy,Crime,Drama",0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Red Dawn,2012,65000000,48164150,11,-16835850,2012-11-21,"['War', 'Action', 'Thriller', 'Science Fiction']","War,Action,Thriller,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Everest,2015,65000000,221297061,9,156297061,2015-09-18,"['Adventure', 'Drama']","Adventure,Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Everest,2015,65000000,221297061,9,156297061,2015-09-18,"['Adventure', 'Drama']","Adventure,Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Retribution,2012,65000000,240647629,9,175647629,2012-09-14,"['Action', 'Horror', 'Science Fiction']","Action,Horror,Science Fiction",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"I, Frankenstein",2014,65000000,74575290,1,9575290,2014-01-24,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Sin City: A Dame to Kill For,2014,65000000,40650842,8,-24349158,2014-08-22,"['Crime', 'Thriller']","Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Live by Night,2016,65000000,21774432,12,-43225568,2016-12-25,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Live by Night,2016,65000000,21774432,12,-43225568,2016-12-25,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Air Strike,2018,65000000,516279,10,-64483721,2018-10-26,"['Drama', 'War', 'Action', 'Adventure']","Drama,War,Action,Adventure",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hop,2011,63000000,188657593,4,125657593,2011-04-01,"['Animation', 'Comedy', 'Family']","Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Assassin,2017,63000000,68310140,9,5310140,2017-09-15,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hateful Eight,2015,62000000,147864886,12,85864886,2015-12-25,"['Crime', 'Drama', 'Mystery', 'Western']","Crime,Drama,Mystery,Western",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
The Hateful Eight,2015,62000000,147864886,12,85864886,2015-12-25,"['Crime', 'Drama', 'Mystery', 'Western']","Crime,Drama,Mystery,Western",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Gone Girl,2014,61000000,368567189,10,307567189,2014-10-03,"['Mystery', 'Thriller', 'Drama']","Mystery,Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Maze Runner: The Scorch Trials,2015,61000000,310566162,9,249566162,2015-09-18,"['Action', 'Science Fiction', 'Thriller']","Action,Science Fiction,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2 Guns,2013,61000000,132493015,8,71493015,2013-08-02,"['Action', 'Comedy', 'Crime']","Action,Comedy,Crime",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maze Runner: The Death Cure,2018,61000000,265878536,1,204878536,2018-01-26,"['Action', 'Science Fiction']","Action,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Lego Movie,2014,60000000,457729388,2,397729388,2014-02-07,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","Adventure,Animation,Comedy,Family,Fantasy",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sully,2016,60000000,238524556,9,178524556,2016-09-09,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Eat Pray Love,2010,60000000,206598789,8,146598789,2010-08-12,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jack Reacher,2012,60000000,217370736,12,157370736,2012-12-21,"['Crime', 'Drama', 'Thriller', 'Action']","Crime,Drama,Thriller,Action",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Contagion,2011,60000000,137551594,9,77551594,2011-09-09,"['Drama', 'Thriller', 'Science Fiction']","Drama,Thriller,Science Fiction",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
London Has Fallen,2016,60000000,195194085,3,135194085,2016-03-04,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jack Reacher: Never Go Back,2016,60000000,159946489,10,99946489,2016-10-21,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jack Reacher: Never Go Back,2016,60000000,159946489,10,99946489,2016-10-21,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Baywatch,2017,60000000,175863783,5,115863783,2017-05-26,"['Action', 'Comedy']","Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joy,2015,60000000,101134059,12,41134059,2015-12-25,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ParaNorman,2012,60000000,108119662,8,48119662,2012-08-17,"['Family', 'Animation', 'Adventure', 'Comedy']","Family,Animation,Adventure,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Boxtrolls,2014,60000000,111946251,9,51946251,2014-09-26,"['Animation', 'Comedy', 'Family', 'Fantasy']","Animation,Comedy,Family,Fantasy",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Dark Tower,2017,60000000,113461527,8,53461527,2017-08-04,"['Action', 'Fantasy', 'Science Fiction', 'Western', 'Horror']","Action,Fantasy,Science Fiction,Western,Horror",1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
Jack Ryan: Shadow Recruit,2014,60000000,131377412,1,71377412,2014-01-17,"['Action', 'Drama', 'Thriller']","Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Vice,2018,60000000,70883171,12,10883171,2018-12-25,"['Drama', 'History', 'Comedy']","Drama,History,Comedy",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Gangster Squad,2013,60000000,104100903,1,44100903,2013-01-11,"['Crime', 'Drama', 'Action', 'Thriller']","Crime,Drama,Action,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Smurfs: The Lost Village,2017,60000000,197578586,4,137578586,2017-04-07,"['Adventure', 'Animation', 'Comedy', 'Family']","Adventure,Animation,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
First Man,2018,60000000,105203825,10,45203825,2018-10-12,"['History', 'Drama']","History,Drama",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Edge of Darkness,2010,60000000,82812456,1,22812456,2010-01-29,"['Crime', 'Drama', 'Mystery', 'Thriller']","Crime,Drama,Mystery,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Trouble with the Curve,2012,60000000,47818913,9,-12181087,2012-09-21,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Mortal Instruments: City of Bones,2013,60000000,75965567,8,15965567,2013-08-21,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']","Action,Adventure,Drama,Mystery,Romance,Fantasy",1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
Priest,2011,60000000,84154026,5,24154026,2011-05-13,"['Fantasy', 'Horror']","Fantasy,Horror",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Rock Dog,2017,60000000,24148488,2,-35851512,2017-02-24,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music']","Adventure,Animation,Comedy,Family,Music",0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Mortdecai,2015,60000000,30396134,1,-29603866,2015-01-23,"['Comedy', 'Adventure']","Comedy,Adventure",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ridiculous 6,2015,60000000,0,12,-60000000,2015-12-11,"['Comedy', 'Western']","Comedy,Western",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sherlock Gnomes,2018,59000000,87527651,3,28527651,2018-03-23,"['Romance', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Adventure']","Romance,Animation,Comedy,Family,Fantasy,Mystery,Adventure",0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
Deadpool,2016,58000000,801025593,2,743025593,2016-02-12,"['Action', 'Adventure', 'Comedy']","Action,Adventure,Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Sniper,2014,58000000,547326372,12,489326372,2014-12-25,"['War', 'Action']","War,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
American Sniper,2014,58000000,547326372,12,489326372,2014-12-25,"['War', 'Action']","War,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Goosebumps,2015,58000000,158905324,10,100905324,2015-10-16,"['Adventure', 'Horror', 'Comedy']","Adventure,Horror,Comedy",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Goosebumps,2015,58000000,158905324,10,100905324,2015-10-16,"['Adventure', 'Horror', 'Comedy']","Adventure,Horror,Comedy",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Red Tails,2012,58000000,50365498,1,-7634502,2012-01-11,"['Drama', 'Action', 'Adventure', 'History', 'War']","Drama,Action,Adventure,History,War",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
The Internship,2013,58000000,93672764,6,35672764,2013-06-07,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life,2017,58000000,100929666,3,42929666,2017-03-24,"['Horror', 'Science Fiction', 'Thriller']","Horror,Science Fiction,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Resident Evil: Afterlife,2010,57500000,295874190,9,238374190,2010-09-10,"['Action', 'Adventure', 'Horror', 'Science Fiction']","Action,Adventure,Horror,Science Fiction",1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
That's My Boy,2012,57500000,58085235,6,585235,2012-06-15,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Woods,2014,56200000,213116401,12,156916401,2014-12-25,"['Fantasy', 'Comedy']","Fantasy,Comedy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bohemian Rhapsody,2018,55000000,894985342,11,839985342,2018-11-02,"['Drama', 'Music']","Drama,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Fifty Shades Darker,2017,55000000,381398492,2,326398492,2017-02-10,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Captain Phillips,2013,55000000,220648184,10,165648184,2013-10-11,"['Action', 'Drama', 'Thriller']","Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Murder on the Orient Express,2017,55000000,345922730,11,290922730,2017-11-10,"['Crime', 'Drama', 'Mystery']","Crime,Drama,Mystery",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Murder on the Orient Express,2017,55000000,345922730,11,290922730,2017-11-10,"['Crime', 'Drama', 'Mystery']","Crime,Drama,Mystery",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Equalizer,2014,55000000,192903624,9,137903624,2014-09-26,"['Thriller', 'Action', 'Crime']","Thriller,Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fifty Shades Freed,2018,55000000,371350619,2,316350619,2018-02-09,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Date Night,2010,55000000,152269033,4,97269033,2010-04-08,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paddington,2015,55000000,258789097,1,203789097,2015-01-16,"['Comedy', 'Adventure', 'Family']","Comedy,Adventure,Family",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Free Birds,2013,55000000,110387072,11,55387072,2013-11-01,"['Animation', 'Comedy', 'Family']","Animation,Comedy,Family",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Muppets Most Wanted,2014,55000000,79312301,3,24312301,2014-03-21,"['Comedy', 'Adventure', 'Crime', 'Family']","Comedy,Adventure,Crime,Family",0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kubo and the Two Strings,2016,55000000,77548122,8,22548122,2016-08-19,"['Animation', 'Adventure', 'Family']","Animation,Adventure,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Burlesque,2010,55000000,90552675,11,35552675,2010-11-23,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Watch,2012,55000000,67130045,7,12130045,2012-07-27,"['Action', 'Comedy', 'Science Fiction']","Action,Comedy,Science Fiction",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annihilation,2018,55000000,43070915,2,-11929085,2018-02-23,['Science Fiction'],Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Crimson Peak,2015,55000000,74966854,10,19966854,2015-10-16,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']","Drama,Fantasy,Horror,Mystery,Romance,Thriller",0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
Crimson Peak,2015,55000000,74966854,10,19966854,2015-10-16,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']","Drama,Fantasy,Horror,Mystery,Romance,Thriller",0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
Bullet to the Head,2013,55000000,22597969,2,-32402031,2013-02-01,"['Action', 'Crime', 'Thriller']","Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black Mass,2015,53000000,98837872,9,45837872,2015-09-18,"['Drama', 'Crime']","Drama,Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zero Dark Thirty,2012,52500000,134612435,12,82112435,2012-12-19,"['Thriller', 'Drama', 'History']","Thriller,Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Valentine's Day,2010,52000000,217569328,2,165569328,2010-02-11,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Change-Up,2011,52000000,75997067,8,23997067,2011-08-05,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpha,2018,51000000,99624873,8,48624873,2018-08-17,"['Adventure', 'Drama']","Adventure,Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Adjustment Bureau,2011,50200000,126931325,3,76731325,2011-03-04,"['Science Fiction', 'Thriller', 'Romance']","Science Fiction,Thriller,Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Ted,2012,50000000,556016627,6,506016627,2012-06-29,"['Comedy', 'Fantasy']","Comedy,Fantasy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22 Jump Street,2014,50000000,331333876,6,281333876,2014-06-13,"['Crime', 'Comedy', 'Action']","Crime,Comedy,Action",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Intelligence,2016,50000000,217194805,6,167194805,2016-06-17,"['Action', 'Comedy', 'Mystery']","Action,Comedy,Mystery",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anchorman 2: The Legend Continues,2013,50000000,172185754,12,122185754,2013-12-18,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super 8,2011,50000000,257972745,6,207972745,2011-06-09,"['Thriller', 'Science Fiction', 'Mystery']","Thriller,Science Fiction,Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Creed II,2018,50000000,213591522,11,163591522,2018-11-21,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Peter Rabbit,2018,50000000,347136477,2,297136477,2018-02-09,"['Animation', 'Adventure', 'Family']","Animation,Adventure,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Mule,2018,50000000,170857676,12,120857676,2018-12-14,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Non-Stop,2014,50000000,222383055,2,172383055,2014-02-28,"['Action', 'Thriller', 'Mystery']","Action,Thriller,Mystery",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Emoji Movie,2017,50000000,216562312,7,166562312,2017-07-23,"['Animation', 'Family', 'Comedy']","Animation,Family,Comedy",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Post,2017,50000000,179748880,12,129748880,2017-12-22,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Post,2017,50000000,179748880,12,129748880,2017-12-22,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
We Bought a Zoo,2011,50000000,118729073,12,68729073,2011-12-23,"['Drama', 'Comedy', 'Family']","Drama,Comedy,Family",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Moneyball,2011,50000000,111300835,9,61300835,2011-09-22,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Reunion,2012,50000000,236799211,4,186799211,2012-04-06,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansel & Gretel: Witch Hunters,2013,50000000,214949716,1,164949716,2013-01-25,"['Fantasy', 'Horror', 'Action']","Fantasy,Horror,Action",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13 Hours: The Secret Soldiers of Benghazi,2016,50000000,69411370,1,19411370,2016-01-15,"['Action', 'Drama', 'History', 'Thriller', 'War']","Action,Drama,History,Thriller,War",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
American Made,2017,50000000,135569212,9,85569212,2017-09-29,"['Action', 'Crime']","Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Made,2017,50000000,135569212,9,85569212,2017-09-29,"['Action', 'Crime']","Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Book of Life,2014,50000000,97651543,10,47651543,2014-10-17,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","Romance,Animation,Adventure,Comedy,Family,Fantasy",0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Into the Storm,2014,50000000,150429371,8,100429371,2014-08-08,"['Action', 'Thriller']","Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Judge,2014,50000000,76119388,10,26119388,2014-10-10,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
War Dogs,2016,50000000,86234503,8,36234503,2016-08-19,"['Comedy', 'Crime', 'Drama']","Comedy,Crime,Drama",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Nice Guys,2016,50000000,59596747,5,9596747,2016-05-20,"['Comedy', 'Crime', 'Mystery']","Comedy,Crime,Mystery",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Marmaduke,2010,50000000,89895930,6,39895930,2010-06-04,"['Family', 'Comedy']","Family,Comedy",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hereafter,2010,50000000,108660270,10,58660270,2010-10-22,"['Drama', 'Fantasy']","Drama,Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Zoolander 2,2016,50000000,55348693,2,5348693,2016-02-12,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Host,2013,50000000,64477051,3,14477051,2013-03-29,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']","Action,Adventure,Romance,Science Fiction,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Run All Night,2015,50000000,66961644,3,16961644,2015-03-13,"['Action', 'Drama', 'Thriller']","Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Your Highness,2011,50000000,26121638,4,-23878362,2011-04-08,"['Comedy', 'Adventure', 'Fantasy']","Comedy,Adventure,Fantasy",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Snowden,2016,50000000,35380918,9,-14619082,2016-09-16,"['Drama', 'History', 'Crime', 'Thriller']","Drama,History,Crime,Thriller",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Dream House,2011,50000000,41642166,9,-8357834,2011-09-30,"['Drama', 'Thriller', 'Mystery']","Drama,Thriller,Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Free State of Jones,2016,50000000,23237252,6,-26762748,2016-06-24,"['Action', 'Drama', 'History', 'War']","Action,Drama,History,War",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Beautiful Creatures,2013,50000000,60282876,2,10282876,2013-02-14,"['Fantasy', 'Drama', 'Romance']","Fantasy,Drama,Romance",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Drive Angry,2011,50000000,41042583,2,-8957417,2011-02-24,"['Fantasy', 'Thriller', 'Action', 'Crime']","Fantasy,Thriller,Action,Crime",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Early Man,2018,50000000,45285890,2,-4714110,2018-02-16,"['Family', 'Comedy', 'Animation', 'Adventure']","Family,Comedy,Animation,Adventure",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Child 44,2015,50000000,8004221,4,-41995779,2015-04-17,"['Crime', 'Thriller']","Crime,Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Upside Down,2013,50000000,26387039,3,-23612961,2013-03-14,"['Romance', 'Science Fiction', 'Drama', 'Fantasy']","Romance,Science Fiction,Drama,Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
Chappie,2015,49000000,105002056,3,56002056,2015-03-06,"['Crime', 'Action', 'Science Fiction']","Crime,Action,Science Fiction",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Anna Karenina,2012,49000000,71004627,11,22004627,2012-11-16,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Taken 3,2015,48000000,327656424,1,279656424,2015-01-09,"['Thriller', 'Action']","Thriller,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Instant Family,2018,48000000,119736188,11,71736188,2018-11-16,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tooth Fairy,2010,48000000,112610386,1,64610386,2010-01-22,"['Comedy', 'Family', 'Fantasy']","Comedy,Family,Fantasy",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Infiltrator,2016,47500000,20718104,7,-26781896,2016-07-13,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Arrival,2016,47000000,203127894,11,156127894,2016-11-11,"['Drama', 'Science Fiction', 'Mystery']","Drama,Science Fiction,Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Arrival,2016,47000000,203127894,11,156127894,2016-11-11,"['Drama', 'Science Fiction', 'Mystery']","Drama,Science Fiction,Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Jonah Hex,2010,47000000,11022696,6,-35977304,2010-06-18,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']","Action,Western,Drama,Fantasy,Thriller",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
Silence,2016,46500000,23726626,12,-22773374,2016-12-23,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Silence,2016,46500000,23726626,12,-22773374,2016-12-23,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
