movie,year,production_budget,gross_revenue,month,profit,release_date,genre_list,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Just Getting Started,2017,22000000,6756412,12,-15243588,2017-12-08,"['Action', 'Comedy']","Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before I Go to Sleep,2014,22000000,19563579,10,-2436421,2014-10-31,"['Mystery', 'Thriller']","Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Stone,2010,22000000,4065020,10,-17934980,2010-10-22,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
To Rome with Love,2012,21500000,74326015,6,52826015,2012-06-22,"['Romance', 'Comedy', 'Drama']","Romance,Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Silver Linings Playbook,2012,21000000,236412453,11,215412453,2012-12-25,"['Drama', 'Comedy', 'Romance']","Drama,Comedy,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Blockers,2018,21000000,94045328,4,73045328,2018-04-06,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death at a Funeral,2010,21000000,48977233,4,27977233,2010-04-15,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For Colored Girls,2010,21000000,38017873,11,17017873,2010-11-05,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kidnap,2017,21000000,34836080,8,13836080,2017-08-04,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tinker Tailor Soldier Spy,2011,21000000,81452811,12,60452811,2011-12-09,"['Drama', 'Thriller', 'Mystery']","Drama,Thriller,Mystery",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Beaver,2011,21000000,5046038,5,-15953962,2011-05-05,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bitter Harvest,2017,21000000,606162,2,-20393838,2017-02-24,"['War', 'Drama', 'History', 'Romance']","War,Drama,History,Romance",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
La La Land,2016,20000000,426351163,12,406351163,2016-12-09,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
La La Land,2016,20000000,426351163,12,406351163,2016-12-09,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Conjuring,2013,20000000,318000141,7,298000141,2013-07-19,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Wonder,2017,20000000,304604712,11,284604712,2017-11-17,"['Drama', 'Family']","Drama,Family",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Wonder,2017,20000000,304604712,11,284604712,2017-11-17,"['Drama', 'Family']","Drama,Family",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jackass 3D,2010,20000000,171685793,10,151685793,2010-10-15,"['Comedy', 'Documentary', 'Action']","Comedy,Documentary,Action",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Moms,2016,20000000,180998716,7,160998716,2016-07-29,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tammy,2014,20000000,96407655,7,76407655,2014-07-03,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Descendants,2011,20000000,175507800,11,155507800,2011-11-18,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Last Song,2010,20000000,92678948,3,72678948,2010-03-31,"['Drama', 'Family', 'Romance']","Drama,Family,Romance",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Why Did I Get Married Too?,2010,20000000,60831067,4,40831067,2010-04-02,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12 Years a Slave,2013,20000000,181025343,10,161025343,2013-10-30,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Me Before You,2016,20000000,208265198,6,188265198,2016-06-03,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Barbershop: The Next Cut,2016,20000000,54404202,4,34404202,2016-04-15,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Simple Favor,2018,20000000,97628717,9,77628717,2018-09-14,"['Thriller', 'Crime', 'Mystery', 'Comedy', 'Drama']","Thriller,Crime,Mystery,Comedy,Drama",0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Spotlight,2015,20000000,92088460,11,72088460,2015-11-06,"['Drama', 'Thriller', 'History']","Drama,Thriller,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Spotlight,2015,20000000,92088460,11,72088460,2015-11-06,"['Drama', 'Thriller', 'History']","Drama,Thriller,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Acrimony,2018,20000000,46627836,3,26627836,2018-03-30,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Max,2015,20000000,43658157,6,23658157,2015-06-26,"['Adventure', 'Drama', 'Family']","Adventure,Drama,Family",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Star,2017,20000000,62758010,11,42758010,2017-11-17,"['Comedy', 'Adventure', 'Family', 'Fantasy', 'Animation']","Comedy,Adventure,Family,Fantasy,Animation",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Nerve,2016,20000000,70652284,7,50652284,2016-07-27,"['Mystery', 'Adventure', 'Crime']","Mystery,Adventure,Crime",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Risen,2016,20000000,46255763,2,26255763,2016-02-18,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Vampires Suck,2010,20000000,81424988,8,61424988,2010-08-18,"['Comedy', 'Horror']","Comedy,Horror",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The American,2010,20000000,67950723,9,47950723,2010-09-01,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Texas Chainsaw 3D,2013,20000000,47666013,1,27666013,2013-01-04,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
She's Out of My League,2010,20000000,48680977,3,28680977,2010-03-12,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Debt,2011,20000000,46604054,8,26604054,2011-08-31,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The World's End,2013,20000000,47508505,8,27508505,2013-08-23,"['Comedy', 'Action', 'Science Fiction']","Comedy,Action,Science Fiction",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
You Again,2010,20000000,32838945,9,12838945,2010-09-24,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
On the Basis of Sex,2018,20000000,38073377,12,18073377,2018-12-25,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Endless Love,2014,20000000,34718173,2,14718173,2014-02-14,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Monte Carlo,2011,20000000,39686769,7,19686769,2011-07-01,"['Adventure', 'Comedy', 'Romance']","Adventure,Comedy,Romance",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rough Night,2017,20000000,46844357,6,26844357,2017-06-16,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Secret in Their Eyes,2015,20000000,32608019,11,12608019,2015-11-20,"['Crime', 'Drama', 'Mystery', 'Thriller']","Crime,Drama,Mystery,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Secret in Their Eyes,2015,20000000,32608019,11,12608019,2015-11-20,"['Crime', 'Drama', 'Mystery', 'Thriller']","Crime,Drama,Mystery,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Silent Hill: Revelation 3D,2012,20000000,55975672,10,35975672,2012-10-26,"['Thriller', 'Horror', 'Mystery']","Thriller,Horror,Mystery",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Flatliners,2017,20000000,45173738,9,25173738,2017-09-29,"['Drama', 'Science Fiction']","Drama,Science Fiction",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Lockout,2012,20000000,33943049,4,13943049,2012-04-13,"['Action', 'Thriller', 'Science Fiction']","Action,Thriller,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
What's Your Number?,2011,20000000,30163785,9,10163785,2011-09-30,"['Comedy', 'Romance']","Comedy,Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Burnt,2015,20000000,36773510,10,16773510,2015-10-23,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Burnt,2015,20000000,36773510,10,16773510,2015-10-23,"['Drama', 'Comedy']","Drama,Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Triple 9,2016,20000000,25943792,2,5943792,2016-02-26,"['Action', 'Thriller', 'Mystery']","Action,Thriller,Mystery",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Light Between Oceans,2016,20000000,22281732,9,2281732,2016-09-02,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Let Me In,2010,20000000,28270399,10,8270399,2010-10-01,"['Drama', 'Horror', 'Mystery']","Drama,Horror,Mystery",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Popstar: Never Stop Never Stopping,2016,20000000,9537120,6,-10462880,2016-06-03,"['Comedy', 'Music']","Comedy,Music",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Thank You for Your Service,2017,20000000,9985316,10,-10014684,2017-10-27,"['Drama', 'War']","Drama,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Battle of the Year,2013,20000000,16723377,9,-3276623,2013-09-21,"['Music', 'Drama']","Music,Drama",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Machete Kills,2013,20000000,18273009,10,-1726991,2013-10-11,"['Action', 'Crime', 'Thriller']","Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Little Boy,2015,20000000,17769299,4,-2230701,2015-04-23,"['Comedy', 'Drama', 'War']","Comedy,Drama,War",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Chasing Mavericks,2012,20000000,8300821,10,-11699179,2012-10-26,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Most Violent Year,2014,20000000,8846875,12,-11153125,2014-12-31,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A Most Violent Year,2014,20000000,8846875,12,-11153125,2014-12-31,"['Crime', 'Drama', 'Thriller']","Crime,Drama,Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
A Dangerous Method,2011,20000000,14807531,11,-5192469,2011-11-23,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Hands of Stone,2016,20000000,5031975,8,-14968025,2016-08-26,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Cold Light of Day,2012,20000000,25361206,9,5361206,2012-09-06,"['Action', 'Thriller', 'Mystery']","Action,Thriller,Mystery",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Suspiria,2018,20000000,7034615,10,-12965385,2018-10-26,"['Horror', 'Fantasy']","Horror,Fantasy",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
LBJ,2017,20000000,2507181,11,-17492819,2017-11-03,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Dog: Dead of Night,2011,20000000,6093725,4,-13906275,2011-11-01,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']","Action,Comedy,Horror,Mystery,Science Fiction,Thriller",1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
All Good Things,2010,20000000,873617,12,-19126383,2010-12-03,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']","Drama,Mystery,Thriller,Crime,Romance",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
By the Sea,2015,20000000,3727746,11,-16272254,2015-11-13,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Tempest,2010,20000000,277943,12,-19722057,2010-12-10,"['Drama', 'Fantasy']","Drama,Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Zambezia,2012,20000000,34454336,12,14454336,2012-07-07,"['Comedy', 'Animation', 'Adventure', 'Family']","Comedy,Animation,Adventure,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Survivor,2015,20000000,1703281,5,-18296719,2015-05-29,"['Action', 'Crime', 'Thriller']","Action,Crime,Thriller",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dwegons and Leprechauns,2014,20000000,0,8,-20000000,2014-01-24,['Animation'],Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fight Valley,2016,20000000,0,7,-20000000,2016-07-22,"['Action', 'Drama']","Action,Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bird Box,2018,19800000,0,12,-19800000,2018-11-12,"['Thriller', 'Drama']","Thriller,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Shape of Water,2017,19500000,195790794,12,176290794,2017-12-01,"['Drama', 'Fantasy', 'Romance']","Drama,Fantasy,Romance",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The Shape of Water,2017,19500000,195790794,12,176290794,2017-12-01,"['Drama', 'Fantasy', 'Romance']","Drama,Fantasy,Romance",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The Frozen Ground,2013,19200000,5617460,8,-13582540,2013-08-23,"['Thriller', 'Crime']","Thriller,Crime",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Devil's Double,2011,19100000,5965646,7,-13134354,2011-07-29,"['Drama', 'Action', 'Thriller', 'Crime', 'War']","Drama,Action,Thriller,Crime,War",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Bad Teacher,2011,19000000,215448997,6,196448997,2011-06-19,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sausage Party,2016,19000000,141344255,8,122344255,2016-08-12,"['Adventure', 'Animation', 'Comedy', 'Fantasy']","Adventure,Animation,Comedy,Fantasy",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Crazies,2010,19000000,56445534,2,37445534,2010-02-26,"['Mystery', 'Horror', 'Action']","Mystery,Horror,Action",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Switch,2010,19000000,49858465,8,30858465,2010-08-20,"['Comedy', 'Romance', 'Drama']","Comedy,Romance,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Leap Year,2010,19000000,32618920,1,13618920,2010-01-08,"['Romance', 'Comedy']","Romance,Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Book Thief,2013,19000000,76086711,11,57086711,2013-11-08,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Take Me Home Tonight,2011,19000000,7576604,3,-11423396,2011-03-04,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Won't Back Down,2012,19000000,5745503,9,-13254497,2012-09-28,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Action Point,2018,19000000,5103675,6,-13896325,2018-06-01,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Neighbors,2014,18000000,270944428,5,252944428,2014-05-09,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Big Fat Greek Wedding 2,2016,18000000,92096558,3,74096558,2016-03-25,"['Romance', 'Comedy', 'Family']","Romance,Comedy,Family",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Perfect Guy,2015,18000000,60278166,9,42278166,2015-09-11,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Diary of a Wimpy Kid: Rodrick Rules,2011,18000000,73695194,3,55695194,2011-03-25,"['Family', 'Comedy']","Family,Comedy",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Soul Surfer,2011,18000000,47158652,4,29158652,2011-04-08,"['Family', 'Action', 'Drama']","Family,Action,Drama",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Uncle Drew,2018,18000000,46527161,6,28527161,2018-06-29,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Jasmine,2013,18000000,102912961,7,84912961,2013-07-26,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ricki and the Flash,2015,18000000,41166033,8,23166033,2015-08-07,"['Comedy', 'Drama', 'Music']","Comedy,Drama,Music",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Love the Coopers,2015,18000000,42227490,11,24227490,2015-11-13,"['Comedy', 'Family', 'Drama']","Comedy,Family,Drama",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Circle,2017,18000000,40651864,4,22651864,2017-04-28,"['Drama', 'Thriller', 'Science Fiction']","Drama,Thriller,Science Fiction",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
127 Hours,2010,18000000,60217171,11,42217171,2010-11-05,"['Adventure', 'Drama', 'Thriller']","Adventure,Drama,Thriller",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Norm of the North,2016,18000000,30535660,1,12535660,2016-01-15,"['Adventure', 'Animation', 'Comedy', 'Family']","Adventure,Animation,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jobs,2013,18000000,43402515,8,25402515,2013-08-16,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
And So It Goes,2014,18000000,17920013,7,-79987,2014-07-25,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Getaway,2013,18000000,11813989,8,-6186011,2013-08-29,"['Action', 'Crime']","Action,Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mao's Last Dancer,2010,18000000,25941437,8,7941437,2010-08-20,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Railway Man,2014,18000000,23910210,4,5910210,2014-04-11,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Midnight Special,2016,18000000,7680250,3,-10319750,2016-03-18,"['Adventure', 'Drama', 'Science Fiction']","Adventure,Drama,Science Fiction",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Miss Sloane,2016,18000000,7719630,11,-10280370,2016-11-25,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Miss Sloane,2016,18000000,7719630,11,-10280370,2016-11-25,"['Drama', 'Thriller']","Drama,Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Phantom,2013,18000000,1199510,3,-16800490,2013-03-01,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Carlos,2010,18000000,1619153,10,-16380847,2010-10-11,"['Crime', 'Drama', 'Thriller', 'History']","Crime,Drama,Thriller,History",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
I Am Wrath,2016,18000000,309608,4,-17690392,2016-05-13,"['Action', 'Crime', 'Drama', 'Thriller']","Action,Crime,Drama,Thriller",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Wolves,2014,18000000,94953,11,-17905047,2014-11-14,"['Horror', 'Action']","Horror,Action",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Prince,2014,18000000,0,8,-18000000,2014-08-22,"['Thriller', 'Action']","Thriller,Action",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Forsaken,2016,18000000,0,2,-18000000,2016-02-19,"['Drama', 'Western']","Drama,Western",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Forsaken,2016,18000000,0,2,-18000000,2016-02-02,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Red Lights,2012,17700000,14518884,7,-3181116,2012-07-12,['Thriller'],Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Black Nativity,2013,17500000,7285135,11,-10214865,2013-11-27,"['Drama', 'Music']","Drama,Music",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A Quiet Place,2018,17000000,334522294,4,317522294,2018-04-06,"['Drama', 'Horror', 'Thriller', 'Science Fiction']","Drama,Horror,Thriller,Science Fiction",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
The Best Man Holiday,2013,17000000,72835710,11,55835710,2013-11-15,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitch Perfect,2012,17000000,116044347,9,99044347,2012-09-28,"['Comedy', 'Music', 'Romance']","Comedy,Music,Romance",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Evil Dead,2013,17000000,97778356,4,80778356,2013-04-05,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Saw 3D,2010,17000000,133735284,10,116735284,2010-10-28,"['Horror', 'Crime']","Horror,Crime",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"McFarland, USA",2015,17000000,45707924,2,28707924,2015-02-20,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Almost Christmas,2016,17000000,42493506,11,25493506,2016-11-11,"['Comedy', 'Drama']","Comedy,Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beastly,2011,17000000,38028230,3,21028230,2011-03-04,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']","Drama,Fantasy,Romance,Science Fiction",0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
Lottery Ticket,2010,17000000,24719879,8,7719879,2010-08-20,['Comedy'],Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Apparition,2012,17000000,10637281,8,-6362719,2012-08-24,"['Horror', 'Thriller']","Horror,Thriller",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
L'illusionniste,2010,17000000,8609949,12,-8390051,2010-12-25,"['Animation', 'Drama']","Animation,Drama",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Genius,2016,17000000,7265283,6,-9734717,2016-06-10,"['Drama', 'History']","Drama,History",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Mune, le gardien de la lune",2017,17000000,14534046,9,-2465954,2017-08-12,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","Animation,Family,Adventure,Fantasy,Comedy",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Young Messiah,2016,16800000,7313697,3,-9486303,2016-03-11,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Moonrise Kingdom,2012,16000000,68848446,5,52848446,2012-05-25,"['Comedy', 'Drama', 'Romance']","Comedy,Drama,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Artist,2011,16000000,128256712,11,112256712,2011-10-14,"['Drama', 'Comedy', 'Romance']","Drama,Comedy,Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Roommate,2011,16000000,52545707,2,36545707,2011-02-04,"['Thriller', 'Drama', 'Horror']","Thriller,Drama,Horror",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Remember Me,2010,16000000,56506120,3,40506120,2010-03-12,"['Drama', 'Romance']","Drama,Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Left Behind,2014,16000000,20769209,10,4769209,2014-10-03,"['Thriller', 'Action', 'Science Fiction']","Thriller,Action,Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
People Like Us,2012,16000000,12617472,6,-3382528,2012-06-29,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bleed for This,2016,16000000,6603926,11,-9396074,2016-11-04,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bleed for This,2016,16000000,6603926,11,-9396074,2016-11-04,['Drama'],Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Homesman,2014,16000000,8217571,11,-7782429,2014-08-29,"['Western', 'Drama']","Western,Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Trance,2013,16000000,22594052,4,6594052,2013-04-05,"['Thriller', 'Crime', 'Drama', 'Mystery']","Thriller,Crime,Drama,Mystery",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
